# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.65131,6.7548,24.729,44.785,24.73,44.788,-0.012388,8.9478e-6,0.012388,179.96,0.11638,0.46524,45,-1.5776e-7,9.8062,4.1923,37.815,2.3719,-0.11089,12005,2319.4,5.6572,0.036758,1786.1,1623.8,1.1591,0.072873,4533348,658.65,3.3361,0.55034,0.5755,0.36409,0.065557,0.12069,1.4188,1.6315,4.7236e-4,0,0.11577,0.42228,0.30652,0.013255,140,153.94,89.769,1.4021,NaN,14.956,1012.5,340.36,0.013657,0.069987
0.66497,7.0967,25.341,44.705,25.341,44.707,-0.01402,1.31e-5,0.01402,179.95,0.12259,0.44417,45,-1.7854e-7,9.8062,4.0662,39.789,2.556,-0.13464,12000,2314.6,5.6557,0.036755,1787.4,1623.7,1.1693,0.074667,4644807,657.57,3.4943,0.55038,0.5742,0.36408,0.065578,0.12072,1.3719,1.5891,-1.4963e-6,0,0.10748,0.4223,0.31482,0.014663,140,153.94,89.735,1.576,NaN,14.954,1012.4,340.36,0.014011,0.070468
0.67898,7.4562,25.968,44.622,25.968,44.624,-0.01578,1.8927e-5,0.01578,179.93,0.12864,0.41922,45,-2.0096e-7,9.8062,3.9395,41.764,2.7489,-0.16242,11995,2309.7,5.6541,0.036751,1788.7,1623.5,1.18,0.076504,4758960,656.47,3.6601,0.55043,0.57292,0.36407,0.065599,0.12076,1.3249,1.5473,-3.5581e-4,0,0.099756,0.42231,0.32255,0.016155,140,153.94,89.698,1.7633,NaN,14.952,1012.4,340.36,0.014379,0.070886
0.69336,7.8342,26.609,44.537,26.61,44.539,-0.017672,2.7021e-5,0.017672,179.91,0.13446,0.39,45,-2.2505e-7,9.8062,3.8121,43.738,2.9508,-0.19481,11990,2304.6,5.6524,0.036748,1790.1,1623.3,1.1914,0.078386,4875895,655.34,3.8338,0.55048,0.57167,0.36406,0.065622,0.1208,1.2778,1.5046,3.9886e-4,0,0.092583,0.42232,0.32973,0.017731,140,153.94,89.657,1.9646,NaN,14.949,1012.3,340.36,0.014757,0.071298
0.70811,8.2317,27.267,44.449,27.267,44.45,-0.019698,3.8158e-5,0.019698,179.89,0.13996,0.35451,45,-2.5085e-7,9.8062,3.6762,45.712,3.1616,-0.23249,11985,2299.4,5.6507,0.036744,1791.7,1623.1,1.204,0.080314,4995635,654.18,4.0153,0.55053,0.57036,0.36405,0.065646,0.12084,1.2279,1.4585,5.8424e-4,0,0.08593,0.42233,0.3364,0.01939,140,153.94,89.612,2.1802,NaN,14.946,1012.3,340.36,0.015144,0.071723
0.72326,8.6497,27.94,44.358,27.94,44.359,-0.021856,5.335e-5,0.021856,179.86,0.145,0.31251,45,-2.7834e-7,9.8062,3.5333,47.687,3.3808,-0.2763,11979,2294.1,5.649,0.03674,1793.5,1623,1.2179,0.082288,5118249,652.99,4.2051,0.55059,0.56903,0.36403,0.065671,0.12088,1.1756,1.411,-2.0073e-4,0,0.079775,0.42234,0.34257,0.021122,140,153.94,89.562,2.4107,NaN,14.944,1012.2,340.35,0.015538,0.072372
0.73879,9.0892,28.629,44.265,28.63,44.265,-0.024145,7.3899e-5,0.024145,179.82,0.14948,0.26493,45,-3.0748e-7,9.8062,3.3893,49.661,3.6082,-0.32698,11974,2288.6,5.6472,0.036736,1795.4,1622.8,1.2328,0.08431,5243808,651.77,4.4039,0.55064,0.56772,0.36402,0.065697,0.12092,1.1231,1.3615,2.9225e-4,0,0.074097,0.42236,0.34826,0.022918,140,153.94,89.508,2.6565,NaN,14.941,1012.2,340.35,0.015936,0.07301
0.75473,9.5511,29.335,44.168,29.335,44.169,-0.026558,1.0147e-4,0.026558,179.78,0.15326,0.2139,45,-3.3821e-7,9.8062,3.2537,51.637,3.8433,-0.38556,11968,2283,5.6453,0.036732,1797.4,1622.6,1.2485,0.086381,5372374,650.52,4.613,0.5507,0.56654,0.36401,0.065724,0.12097,1.0738,1.3154,3.0628e-5,0,0.068873,0.42237,0.3535,0.024771,140,153.94,89.448,2.918,NaN,14.938,1012.1,340.35,0.016331,0.07357
0.77106,10.036,30.057,44.069,30.057,44.069,-0.029086,1.3818e-4,0.029087,179.73,0.15628,0.16313,45,-3.7041e-7,9.8062,3.1389,53.613,4.0875,-0.45287,11962,2277.3,5.6434,0.036728,1799.4,1622.4,1.2642,0.088501,5503993,649.24,4.8338,0.55077,0.56559,0.364,0.065753,0.12102,1.0321,1.2781,-1.338e-5,0,0.064081,0.42238,0.3583,0.026692,140,153.94,89.383,3.1954,NaN,14.935,1012.1,340.35,0.016721,0.074031
0.78778,10.545,30.794,43.967,30.794,43.967,-0.031719,1.8666e-4,0.031719,179.66,0.15844,0.10932,45,-4.0394e-7,9.8062,3.0216,55.59,4.3406,-0.53027,11957,2271.4,5.6415,0.036724,1801.6,1622.2,1.2816,0.090667,5638450,647.93,5.0645,0.55083,0.56464,0.36398,0.065783,0.12107,0.98961,1.2398,4.1038e-4,0,0.059684,0.4224,0.36271,0.02868,140,153.94,89.312,3.4887,NaN,14.931,1012,340.35,0.017104,0.074505
0.80489,11.078,31.546,43.861,31.546,43.861,-0.034439,2.5023e-4,0.03444,179.58,0.15956,0.066084,45,-4.3858e-7,9.8062,2.9026,57.569,4.602,-0.61935,11951,2265.3,5.6395,0.03672,1804.1,1622,1.3011,0.092878,5775677,646.59,5.3055,0.5509,0.56371,0.36397,0.065815,0.12112,0.94658,1.2005,1.0778e-4,0,0.055656,0.42241,0.36676,0.030722,140,153.94,89.235,3.7978,NaN,14.928,1012,340.35,0.017478,0.075
0.82237,11.636,32.313,43.753,32.313,43.753,-0.037228,3.3294e-4,0.037229,179.49,0.15947,0.083395,45,-4.7409e-7,9.8062,2.7832,59.548,4.8709,-0.72161,11944,2259.2,5.6375,0.036716,1806.9,1621.8,1.3227,0.095132,5915584,645.22,5.557,0.55098,0.56282,0.36395,0.065848,0.12118,0.90346,1.1617,9.9315e-4,0,0.051971,0.42243,0.37046,0.032806,140,153.94,89.152,4.1227,NaN,14.924,1011.9,340.34,0.01784,0.075409
0.84021,12.219,33.093,43.642,33.094,43.643,-0.04006,4.3977e-4,0.040062,179.37,0.15799,0.15338,45,-5.1016e-7,9.8062,2.6608,61.529,5.1461,-0.83907,11938,2252.9,5.6354,0.036711,1810.2,1621.5,1.3472,0.097428,6058035,643.82,5.8189,0.55105,0.56193,0.36394,0.065882,0.12123,0.8594,1.123,4.3843e-4,0,0.048601,0.42245,0.37385,0.034913,140,153.94,89.062,4.4631,NaN,14.921,1011.8,340.34,0.018188,0.075804
0.85839,12.829,33.887,43.529,33.888,43.529,-0.042905,5.7676e-4,0.042908,179.23,0.1549,0.24433,45,-5.4639e-7,9.8062,2.5293,63.51,5.4259,-0.97441,11932,2246.5,5.6333,0.036707,1813.9,1621.3,1.3754,0.099762,6202854,642.4,6.0907,0.55113,0.56102,0.36392,0.065918,0.12129,0.81231,1.0806,0.0011862,0,0.045517,0.42247,0.37695,0.037017,140,153.94,88.964,4.8186,NaN,14.917,1011.7,340.34,0.018521,0.076297
0.87691,13.464,34.694,43.412,34.694,43.413,-0.045725,7.5114e-4,0.045731,179.06,0.14994,0.35024,45,-5.8231e-7,9.8062,2.3881,65.493,5.7064,-1.1309,11925,2239.9,5.6312,0.036702,1818.2,1621.1,1.4081,0.10213,6349893,640.95,6.3725,0.55121,0.56009,0.3639,0.065956,0.12136,0.76204,1.034,0.0018463,0,0.042695,0.42249,0.37979,0.039066,140,153.94,88.86,5.1889,NaN,14.912,1011.7,340.34,0.018838,0.077463
0.89575,14.125,35.512,43.292,35.512,43.295,-0.048477,9.7158e-4,0.048487,178.85,0.14286,0.46789,45,-6.1736e-7,9.8062,2.2445,67.477,5.9848,-1.3114,11918,2233.3,5.629,0.036697,1823.3,1620.9,1.4457,0.10454,6499055,639.48,6.6649,0.5513,0.55919,0.36388,0.065994,0.12142,0.71113,0.98736,0.0022439,0,0.040113,0.4225,0.38239,0.041017,140,153.94,88.747,5.5736,NaN,14.908,1011.6,340.33,0.019138,0.079623
0.91489,14.812,36.341,43.17,36.341,43.174,-0.05111,0.0012483,0.051126,178.6,0.13338,0.61026,45,-6.5089e-7,9.8062,2.0595,69.462,6.2534,-1.5272,11912,2226.5,5.6268,0.036693,1829.7,1620.6,1.4929,0.10697,6649902,637.98,6.9644,0.55139,0.55808,0.36386,0.066035,0.12149,0.64662,0.92291,0.0021695,0,0.037735,0.42252,0.38479,0.042768,140,153.94,88.627,5.9719,NaN,14.904,1011.5,340.33,0.019428,0.080391
0.93432,15.527,37.179,43.045,37.18,43.051,-0.053562,0.0015933,0.053586,178.3,0.1211,0.76861,45,-6.8211e-7,9.8062,1.8632,71.448,6.5011,-1.7844,11905,2219.6,5.6245,0.036688,1837.4,1620.4,1.5499,0.10943,6802541,636.46,7.274,0.55148,0.557,0.36385,0.066076,0.12156,0.57885,0.85335,0.0032106,0,0.035553,0.42255,0.38699,0.044167,140,153.94,88.5,6.3839,NaN,14.899,1011.4,340.33,0.019702,0.081015
0.95402,16.268,38.028,42.96,38.028,42.97,-0.055762,0.0020208,0.055798,177.92,0.10594,0.93918,45,-7.1012e-7,9.8061,1.6708,73.435,6.719,-2.0914,11898,2212.6,5.6222,0.036683,1846.7,1620.2,1.6183,0.11192,6956920,635.46,7.5952,0.55157,0.55605,0.36383,0.066119,0.12163,0.51289,0.7851,0.0047999,0,0.033552,0.42257,0.38902,0.045101,140,153.94,88.365,6.8091,NaN,14.894,1011.3,340.32,0.019957,0.081556
0.97398,17.035,38.885,42.952,38.885,42.966,-0.057629,0.0025467,0.057685,177.47,0.088191,1.1198,45,-7.339e-7,9.8061,1.4915,75.423,6.8975,-2.4571,11891,2205.6,5.6199,0.036678,1858,1619.9,1.7005,0.11444,7113090,635.37,7.9292,0.55167,0.55527,0.3638,0.066164,0.1217,0.45166,0.72252,0.005675,0,0.031723,0.42259,0.39087,0.045461,140,153.94,88.222,7.2467,NaN,14.889,1011.3,340.32,0.020187,0.082029
0.99417,17.829,39.753,42.943,39.753,42.963,-0.059077,0.0031893,0.059163,176.91,0.068959,1.3126,45,-7.5234e-7,9.8061,1.314,77.413,7.0179,-2.9037,11884,2198.6,5.6176,0.036673,1872.3,1619.7,1.8042,0.11699,7271041,635.3,8.2754,0.55177,0.55459,0.36378,0.06621,0.12178,0.39147,0.66161,0.0073577,0,0.030055,0.42261,0.39256,0.045034,140,153.94,88.072,7.6954,NaN,14.884,1011.2,340.32,0.020389,0.08247
1.0146,18.648,40.628,42.932,40.628,42.959,-0.060011,0.0039691,0.060142,176.22,0.052331,1.5152,45,-7.6424e-7,9.8061,1.1442,79.404,7.0527,-3.453,11877,2191.6,5.6152,0.036668,1890.7,1619.4,1.9373,0.11957,7430575,635.23,8.6342,0.55188,0.55403,0.36376,0.066258,0.12186,0.33417,0.60398,0.010253,0,0.028528,0.42264,0.39411,0.043544,140,153.94,87.915,8.1534,NaN,14.879,1011.1,340.32,0.020563,0.082902
1.0351,19.493,41.511,42.919,41.511,42.954,-0.060334,0.0049086,0.060533,175.35,0.04978,1.7279,45,-7.6834e-7,9.8061,0.98135,81.397,6.9535,-4.1404,11870,2184.5,5.6129,0.036663,1915.1,1619.2,2.1138,0.12217,7591459,635.16,9.0053,0.55198,0.55358,0.36374,0.066307,0.12194,0.27952,0.55024,0.014633,0,0.027125,0.42266,0.39554,0.040548,140,153.94,87.752,8.6185,NaN,14.873,1011,340.31,0.020717,0.083454
1.0558,20.362,42.401,42.905,42.401,42.949,-0.059941,0.0060327,0.060243,174.25,0.070036,1.9495,45,-7.6334e-7,9.8061,0.82869,83.39,6.6347,-5.0078,11862,2177.3,5.6105,0.036658,1948.2,1618.9,2.3516,0.12478,7753518,635.08,9.3886,0.5521,0.55324,0.36371,0.066357,0.12202,0.22859,0.50179,0.020548,0,0.025829,0.42269,0.39686,0.035383,140,153.94,87.583,9.0878,NaN,14.868,1010.9,340.31,0.020852,0.084145
1.0767,21.255,43.295,42.888,43.295,42.943,-0.058724,0.0073682,0.059185,172.85,0.10556,2.1769,45,-7.4785e-7,9.8061,0.69375,85.384,5.9561,-6.076,11855,2170.1,5.6081,0.036653,1991.3,1618.7,2.6614,0.12742,7916628,635.01,9.7844,0.55221,0.55302,0.36369,0.06641,0.12211,0.18394,0.46193,0.028071,0,0.024629,0.42271,0.39808,0.027349,140,153.94,87.409,9.5575,NaN,14.862,1010.8,340.31,0.020972,0.08463
1.0977,22.173,44.195,42.869,44.195,42.937,-0.056575,0.008944,0.057277,171.02,0.15004,2.4088,45,-7.2047e-7,9.8061,0.58046,87.379,4.6607,-7.315,11848,2162.8,5.6057,0.036648,2040.2,1618.4,3.0123,0.13007,8080624,634.94,10.192,0.55233,0.55289,0.36367,0.066463,0.1222,0.14748,0.42812,0.039588,0,0.023512,0.42274,0.39923,0.016071,140,153.94,87.23,10.022,NaN,14.856,1010.6,340.3,0.021082,0.085864
1.1187,23.114,45.099,42.849,45.099,42.93,-0.053378,0.010791,0.054458,168.57,0.20133,2.6476,45,-6.7976e-7,9.8061,0.49434,89.374,2.2652,-8.4956,11841,2155.5,5.6033,0.036643,2066.1,1618.2,3.1991,0.13273,8245298,634.86,10.612,0.55245,0.55286,0.36364,0.066518,0.12229,0.12283,0.38922,0.051624,0,0.022466,0.42277,0.4003,0.0036458,140,153.94,87.047,10.476,NaN,14.85,1010.5,340.3,0.021187,0.086379
1.1399,24.079,46.007,42.826,46.007,42.923,-0.049017,0.012944,0.050697,165.21,0.25879,2.8913,45,-6.2423e-7,9.8061,0.46712,91.37,-1.0404,-8.7791,11833,2148.1,5.6008,0.036638,2011.9,1617.9,2.8144,0.1354,8410710,634.79,11.044,0.55257,0.55294,0.36361,0.066574,0.12238,0.1213,0.34197,0.052375,0,0.021488,0.4228,0.40131,-7.3894e-4,140,153.94,86.862,10.913,NaN,14.843,1010.4,340.29,0.021284,0.086861
1.1612,25.068,46.918,42.8,46.919,42.916,-0.043373,0.015446,0.046041,160.4,0.32238,3.1585,45,-5.5235e-7,9.8061,0.50758,93.365,-4.2862,-7.6936,11826,2140.7,5.5984,0.036632,1910.2,1617.7,2.0892,0.13809,8576680,634.71,11.489,0.5527,0.55313,0.36359,0.066632,0.12248,0.14424,0.31306,0.039243,0,0.020567,0.42282,0.40226,-0.01206,140,153.94,86.675,11.336,NaN,14.837,1010.3,340.29,0.021381,0.087342
1.1826,26.081,47.833,42.77,47.835,42.909,-0.036314,0.018346,0.040685,153.2,0.39256,3.4476,45,-4.6246e-7,9.8061,0.60851,95.361,-6.3561,-5.9325,11819,2133.3,5.5959,0.036627,1844.1,1617.4,1.6189,0.14078,8743205,634.64,11.947,0.55283,0.55345,0.36356,0.066691,0.12258,0.18442,0.32361,0.022254,0,0.0197,0.42285,0.40315,-0.025516,140,153.94,86.49,11.755,NaN,14.83,1010.2,340.29,0.021475,0.088367
1.2041,27.118,48.752,42.737,48.754,42.901,-0.027699,0.0217,0.035187,141.92,0.46948,3.7461,45,-3.5275e-7,9.8061,0.74745,97.357,-7.3422,-4.3114,11811,2125.8,5.5935,0.036622,1818.4,1617.1,1.4373,0.14348,8910261,634.56,12.418,0.55296,0.55389,0.36353,0.066751,0.12268,0.23288,0.36712,0.010896,0,0.018883,0.42288,0.404,-0.032778,140,153.94,86.307,12.176,NaN,14.824,1010.1,340.28,0.021568,0.088849
1.2256,28.18,49.673,42.7,49.676,42.894,-0.017377,0.02556,0.030908,124.21,0.5536,4.0696,45,-2.213e-7,9.8061,0.93475,99.352,-7.7646,-2.8062,11804,2118.4,5.591,0.036617,1813,1616.9,1.4006,0.14619,9077496,634.49,12.905,0.55309,0.55454,0.3635,0.066813,0.12278,0.29368,0.44699,0.0044156,0,0.0181,0.42291,0.40481,-0.035314,140,153.94,86.128,12.605,NaN,14.817,1009.9,340.28,0.021674,0.089284
1.2473,29.266,50.599,42.661,50.603,42.886,-0.0051766,0.029985,0.030428,99.795,0.64512,4.3844,45,-6.5924e-8,9.8061,1.1252,101.35,-7.7101,-1.7555,11796,2110.8,5.5885,0.036611,1817.6,1616.6,1.4354,0.14891,9245439,634.41,13.406,0.55323,0.55532,0.36347,0.066876,0.12288,0.35291,0.54051,0.0022362,0,0.017369,0.42295,0.40558,-0.033561,140,153.94,85.955,13.043,NaN,14.81,1009.8,340.27,0.02177,0.090214
1.2691,30.378,51.527,42.625,51.533,42.876,0.0090593,0.035028,0.03618,75.499,0.7433,4.6347,45,1.1537e-7,9.8061,1.2358,103.35,-7.3666,-1.2809,11788,2103.3,5.5859,0.036606,1821.8,1616.3,1.4678,0.15165,9414756,634.34,13.917,0.55337,0.55588,0.36344,0.066941,0.12299,0.38663,0.59708,0.0013444,0,0.016708,0.42298,0.40627,-0.02954,140,153.94,85.791,13.488,NaN,14.803,1009.7,340.27,0.02182,0.090891
1.2909,31.512,52.457,42.589,52.464,42.866,0.025433,0.040734,0.048022,58.02,0.84693,4.8633,45,3.2389e-7,9.8061,1.3242,105.34,-6.9244,-0.92648,11781,2095.7,5.5834,0.036601,1826.2,1616.1,1.5009,0.1544,9584446,634.26,14.437,0.55352,0.55639,0.36341,0.067007,0.1231,0.41307,0.64555,1.0231e-4,0,0.016079,0.42301,0.40693,-0.02518,140,153.94,85.636,13.934,NaN,14.795,1009.6,340.26,0.021873,0.091344
1.3128,32.67,53.389,42.551,53.397,42.855,0.044062,0.04716,0.064541,46.946,0.95578,5.0971,45,5.6112e-7,9.8061,1.4278,107.34,-6.4086,-0.53888,11773,2088.1,5.5809,0.036595,1832.4,1615.8,1.5473,0.15715,9754090,634.18,14.97,0.55367,0.55699,0.36338,0.067075,0.12321,0.44339,0.70646,4.5128e-4,0,0.015467,0.42305,0.40758,-0.020821,140,153.94,85.494,14.376,NaN,14.788,1009.4,340.26,0.021949,0.091765
1.3347,33.852,54.323,42.54,54.333,42.873,0.065086,0.05437,0.084807,39.874,1.0702,5.3286,45,8.2886e-7,9.8061,1.5358,109.34,-5.7888,-0.16538,11766,2080.5,5.5783,0.03659,1840.1,1615.5,1.6043,0.1599,9923949,634.45,15.515,0.55382,0.55764,0.36335,0.067144,0.12332,0.47413,0.77717,1.3385e-4,0,0.014881,0.42308,0.4082,-0.016409,140,153.94,85.364,14.81,NaN,14.78,1009.3,340.26,0.022034,0.092187
1.3568,35.059,55.26,42.612,55.273,42.97,0.088639,0.062424,0.10841,35.155,1.19,5.5314,45,1.1288e-6,9.8061,1.611,111.33,-5.0644,0.1086,11758,2072.8,5.5758,0.036585,1847.5,1615.3,1.6585,0.16267,10094598,635.66,16.07,0.55397,0.55817,0.36332,0.067215,0.12344,0.4944,0.83201,-3.7487e-4,0,0.014338,0.42312,0.40878,-0.012136,140,153.94,85.249,15.231,NaN,14.772,1009.1,340.25,0.022098,0.092763
1.3789,36.291,56.202,42.694,56.217,43.07,0.11481,0.071371,0.13519,31.867,1.3138,5.6811,45,1.4621e-6,9.8061,1.6349,113.33,-4.2699,0.2731,11750,2065,5.5732,0.036579,1853.3,1615,1.7024,0.16546,10266425,636.94,16.631,0.55413,0.55845,0.36328,0.067287,0.12356,0.49908,0.85775,-4.8447e-4,0,0.013844,0.42315,0.40931,-0.0083388,140,153.94,85.151,15.632,NaN,14.764,1009,340.25,0.022121,0.093619
1.401,37.544,57.146,42.777,57.164,43.169,0.14363,0.081244,0.16502,29.495,1.4408,5.7987,45,1.8291e-6,9.8061,1.6386,115.33,-3.4218,0.40234,11742,2057.2,5.5706,0.036574,1859.4,1614.7,1.748,0.16825,10438789,638.21,17.201,0.55429,0.55863,0.36325,0.067361,0.12368,0.49735,0.87496,3.9382e-4,0,0.013379,0.42319,0.40981,-0.0051789,140,153.94,85.072,16.004,NaN,14.756,1008.8,340.24,0.022136,0.094086
1.4231,38.82,58.093,42.867,58.114,43.265,0.17514,0.092082,0.19787,27.734,1.5697,5.8546,45,2.2303e-6,9.8061,1.59,117.33,-2.5487,0.45759,11735,2049.3,5.5679,0.036568,1863.5,1614.4,1.7789,0.17106,10612058,639.48,17.775,0.55446,0.55855,0.36322,0.067436,0.1238,0.48043,0.85732,2.8014e-4,0,0.012952,0.42323,0.41027,-0.0027796,140,153.94,85.012,16.338,NaN,14.748,1008.7,340.24,0.02212,0.09453
1.4452,40.115,59.041,42.959,59.066,43.359,0.2093,0.10391,0.23368,26.402,1.6994,5.8765,45,2.6655e-6,9.8061,1.5258,119.33,-1.6689,0.49356,11727,2041.5,5.5653,0.036563,1867.5,1614.2,1.8097,0.17388,10785572,640.76,18.358,0.55462,0.5584,0.36318,0.067513,0.12393,0.45883,0.83175,-3.0184e-4,0,0.012542,0.42326,0.41072,-0.0011536,140,153.94,84.971,16.623,NaN,14.739,1008.5,340.23,0.02211,0.094977
1.4673,41.431,59.991,43.048,60.019,43.453,0.24614,0.11674,0.27243,25.375,1.8296,5.9178,45,3.1346e-6,9.8061,1.5056,121.33,-0.75673,0.54663,11719,2033.7,5.5627,0.036557,1877,1613.9,1.8796,0.17669,10958455,642.03,18.955,0.55479,0.55848,0.36314,0.067591,0.12406,0.44858,0.84341,-5.1325e-4,0,0.012122,0.4233,0.41118,-2.2969e-4,140,153.94,84.949,16.848,NaN,14.731,1008.4,340.23,0.022154,0.096903
1.4895,42.771,60.945,43.139,60.976,43.546,0.28576,0.13065,0.31421,24.569,1.9609,5.9366,45,3.6392e-6,9.8061,1.4818,123.33,0.21185,0.56161,11711,2025.9,5.5601,0.036552,1888.9,1613.6,1.9662,0.1795,11131760,643.31,19.563,0.55497,0.55854,0.36311,0.067671,0.12419,0.43646,0.85805,-4.8803e-4,0,0.011725,0.42334,0.41162,1.7443e-5,140,153.94,84.948,17.002,NaN,14.722,1008.2,340.22,0.022193,0.097846
1.5117,44.134,61.902,43.234,61.938,43.637,0.32817,0.14562,0.35903,23.928,2.0923,5.9117,45,4.1793e-6,9.8061,1.433,125.33,1.2206,0.525,11703,2018,5.5574,0.036546,1901.3,1613.3,2.0573,0.18233,11305751,644.59,20.179,0.55514,0.5585,0.36307,0.067752,0.12432,0.41696,0.85704,-2.9797e-4,0,0.011354,0.42338,0.41203,5.6123e-4,140,153.94,84.967,17.075,NaN,14.713,1008.1,340.22,0.022211,0.098312
1.5339,45.52,62.863,43.333,62.902,43.725,0.37334,0.16165,0.40683,23.412,2.2228,5.8423,45,4.7544e-6,9.8061,1.3602,127.33,2.2456,0.43405,11695,2010.2,5.5548,0.036541,1914.6,1613,2.154,0.18517,1.148e7,645.86,20.804,0.55533,0.55835,0.36303,0.067835,0.12446,0.39057,0.83977,3.367e-4,0,0.011005,0.42342,0.41242,0.0018418,140,153.94,85.006,17.052,NaN,14.704,1007.9,340.21,0.022219,0.098716
1.5561,46.927,63.826,43.437,63.869,43.812,0.42121,0.17871,0.45756,22.991,2.3513,5.715,45,5.3641e-6,9.8061,1.25,129.33,3.2606,0.31168,11688,2002.3,5.5522,0.036535,1927,1612.8,2.2447,0.18802,11655483,647.14,21.435,0.55551,0.55808,0.36299,0.06792,0.1246,0.35435,0.79171,-4.6392e-4,0,0.010681,0.42347,0.41278,0.0037666,140,153.94,85.067,16.919,NaN,14.695,1007.7,340.2,0.022205,0.099178
1.5783,48.355,64.791,43.548,64.838,43.894,0.47168,0.19676,0.51108,22.643,2.4759,5.5055,45,6.0069e-6,9.8061,1.078,131.33,4.194,0.24164,11680,1994.5,5.5495,0.036529,1933.9,1612.5,2.2961,0.19088,11831674,648.42,22.071,0.5557,0.55762,0.36295,0.068007,0.12474,0.30294,0.68985,2.3803e-4,0,0.010386,0.42351,0.41312,0.0060462,140,153.94,85.147,16.659,NaN,14.686,1007.6,340.2,0.022155,0.099643
1.6005,49.801,65.756,43.66,65.807,43.976,0.52458,0.2157,0.5672,22.352,2.5951,5.264,45,6.6805e-6,9.806,0.89565,133.33,5.0121,0.17429,11672,1986.6,5.5469,0.036524,1940.1,1612.2,2.3419,0.19375,12007825,649.69,22.719,0.55589,0.55723,0.36291,0.068095,0.12488,0.24964,0.57645,2.0193e-4,0,0.010094,0.42355,0.41346,0.0083816,140,153.94,85.244,16.253,NaN,14.676,1007.4,340.19,0.022127,0.10004
1.6226,51.267,66.722,43.77,66.777,44.057,0.57983,0.23551,0.62583,22.105,2.7089,5.0192,45,7.384e-6,9.806,0.72635,135.33,5.7107,0.0012364,11664,1978.8,5.5443,0.036518,1950.5,1611.9,2.4186,0.19661,12183684,650.97,23.381,0.55608,0.55697,0.36287,0.068184,0.12503,0.20008,0.47363,-3.038e-4,0,0.0097999,0.4236,0.4138,0.010567,140,153.94,85.353,15.683,NaN,14.667,1007.2,340.19,0.022133,0.10044
1.6447,52.754,67.691,43.88,67.75,44.137,0.63741,0.25612,0.68694,21.891,2.817,4.7551,45,8.1174e-6,9.806,0.54984,137.34,6.2775,-0.20137,11656,1971,5.5416,0.036513,1961.6,1611.6,2.4998,0.19948,1.236e7,652.24,24.056,0.55628,0.55679,0.36283,0.068275,0.12517,0.1496,0.36202,2.7621e-5,0,0.0095184,0.42364,0.41412,0.012404,140,153.94,85.472,14.934,NaN,14.657,1007.1,340.18,0.022137,0.10083
1.6669,54.264,68.663,43.987,68.725,44.216,0.69722,0.27745,0.7504,21.7,2.9191,4.494,45,8.8791e-6,9.806,0.38156,139.33,6.6815,-0.63387,11648,1963.1,5.539,0.036507,1980.9,1611.4,2.6397,0.20235,12536252,653.52,24.747,0.55648,0.55673,0.36279,0.068367,0.12532,0.10183,0.25505,2.128e-4,0,0.0092425,0.42369,0.41444,0.013656,140,153.94,85.596,13.996,NaN,14.647,1006.9,340.18,0.022156,0.1012
1.689,55.796,69.637,44.093,69.703,44.296,0.7592,0.29942,0.81611,21.524,3.0155,4.2356,45,9.6684e-6,9.806,0.21671,141.33,6.8224,-1.5659,11641,1955.3,5.5363,0.036502,2016.5,1611.1,2.8961,0.20523,12712954,654.79,25.453,0.55668,0.55676,0.36275,0.068461,0.12548,0.055977,0.14814,3.4278e-4,0,0.0089788,0.42373,0.41476,0.013842,140,153.94,85.722,12.862,NaN,14.637,1006.7,340.17,0.022172,0.10157
1.7112,57.351,70.615,44.206,70.684,44.385,0.82324,0.32191,0.88394,21.357,3.1059,3.9807,45,1.0484e-5,9.806,0.057252,143.33,4.5948,-5.4541,11633,1947.5,5.5337,0.036496,2062.3,1610.8,3.2252,0.20812,1.289e7,656.19,26.177,0.55689,0.5569,0.3627,0.068557,0.12563,0.014209,0.03991,0.0081499,0,0.0087319,0.42378,0.41505,0.0061057,140,153.94,85.845,11.54,NaN,14.627,1006.5,340.16,0.022171,0.10192
